transaction_id,user_id,transaction_amount,transaction_time,latitude,longitude
0,0,3483.21,2024-01-03 13:00:00,29.286114613491165,85.3508732927298
1,0,2953.66,2024-01-04 10:00:00,29.272097260475764,85.4005527429714
2,0,3011.82,2024-01-05 11:00:00,29.285093771958113,85.33451819485191
3,0,1661.86,2024-01-06 09:00:00,29.27548056479955,85.38675031271893
4,0,2580.57,2024-01-06 12:00:00,29.236853472861164,85.36835797755315
5,0,2425.12,2024-01-07 09:00:00,29.18681224605831,85.35989464881003
6,0,935.71,2024-01-09 07:00:00,29.251340428057162,85.26830415316655
7,0,3624.9,2024-01-10 13:00:00,29.133143579183056,85.37176072708272
8,0,1559.95,2024-01-12 10:00:00,29.22100193936304,85.28020434643615
9,0,1607.09,2024-01-14 11:00:00,29.18936719504138,85.31410088665862
10,0,2037.06,2024-01-15 12:00:00,29.285339113845815,85.37508817476395
11,0,2382.75,2024-01-16 07:00:00,29.145178377638803,85.4212516740356
12,0,2441.9,2024-01-17 09:00:00,29.26172150177838,85.38140030156488
13,0,2042.77,2024-01-17 13:00:00,29.172556646653106,85.40020517211185
14,0,2613.69,2024-01-19 12:00:00,29.25401286802239,85.27418701809724
15,0,3377.39,2024-01-20 09:00:00,29.193088655976293,85.3406319198084
16,0,2302.06,2024-01-21 09:00:00,29.1843109350217,85.35041043411427
17,0,1714.17,2024-01-22 11:00:00,29.27557913150282,85.30945258028471
18,0,3047.07,2024-01-22 09:00:00,29.21935185065658,85.36857591561774
19,0,2330.59,2024-01-22 13:00:00,29.240952378980843,85.37077553728244
20,0,2080.27,2024-01-23 12:00:00,29.190363964645034,85.37818248745108
21,0,1760.68,2024-01-24 11:00:00,29.250899932781536,85.4062700771411
22,0,1719.56,2024-01-26 10:00:00,29.237399659470384,85.36451457317958
23,0,2995.7,2024-01-27 08:00:00,29.339881040981783,85.34058196991552
24,0,2162.33,2024-01-29 06:00:00,29.17801270971962,85.35801887802006
25,0,2668.32,2024-01-31 13:00:00,29.28958040362817,85.34509144266684
26,0,2554.8,2024-01-31 10:00:00,29.247447569587077,85.39257574853376
27,0,2624.16,2024-02-01 13:00:00,29.150136374229945,85.40199052461531
28,0,1494.91,2024-02-02 11:00:00,29.234739247020038,85.3441003164256
29,0,1425.78,2024-02-03 15:00:00,29.183900170703343,85.29046925354301
30,0,2276.54,2024-02-04 07:00:00,29.216394316763747,85.31137857298364
31,0,2039.2,2024-02-05 05:00:00,29.215079320287323,85.38327673784818
32,0,2466.67,2024-02-06 12:00:00,29.168783671765304,85.41681212644751
33,0,2735.2,2024-02-08 12:00:00,29.18966687137356,85.36788373570995
34,0,1149.28,2024-02-09 07:00:00,29.27686698498762,85.32398456570448
35,0,2381.07,2024-02-10 06:00:00,29.236062354592573,85.36364042680687
36,0,2372.18,2024-02-11 11:00:00,29.18110673210182,85.32778410550115
37,0,2300.2,2024-02-13 11:00:00,29.31139845708985,85.35571808512111
38,0,2153.92,2024-02-14 09:00:00,29.334146091979406,85.38274487585045
39,0,3702.33,2024-02-15 12:00:00,29.164816074272117,85.33027797131209
40,0,1942.22,2024-02-16 10:00:00,29.204803981748785,85.4043332762961
41,0,2231.83,2024-02-18 12:00:00,29.1693234300008,85.40352414343785
42,0,2004.18,2024-02-19 12:00:00,29.24287653634447,85.44834686321346
43,0,1892.18,2024-02-20 11:00:00,29.186067167449245,85.4655729777988
44,0,2326.85,2024-02-21 07:00:00,29.233209062813085,85.38168535626636
45,0,2332.15,2024-02-22 08:00:00,29.15662645490824,85.34776342525234
46,0,2635.97,2024-02-23 10:00:00,29.242120245554545,85.32014620720614
47,0,2147.95,2024-02-24 05:00:00,29.15233967456807,85.36715338680656
48,0,2123.77,2024-02-25 12:00:00,29.237309620911265,85.32799693282423
49,0,2200.09,2024-02-25 11:00:00,29.22357982160563,85.29892984529376
50,0,2821.45,2024-02-26 08:00:00,29.30211772630663,85.35006741834002
51,0,2992.78,2024-02-27 11:00:00,29.16530392583226,85.39132180803183
52,0,1839.36,2024-02-28 12:00:00,29.197447995413423,85.39913452381204
53,0,1070.22,2024-03-01 09:00:00,29.18801577729606,85.37804572597952
54,0,986.39,2024-03-02 09:00:00,29.227464310241228,85.39184755140268
55,0,3716.71,2024-03-02 05:00:00,29.29880446275643,85.33107486342713
56,0,2956.68,2024-03-03 07:00:00,29.135807860719037,85.44160461818299
57,0,2756.56,2024-03-03 09:00:00,29.238519505940822,85.35162535816498
58,0,3703.71,2024-03-04 07:00:00,29.30868494127918,85.36631383859023
59,0,1167.08,2024-03-05 09:00:00,29.212026376208463,85.41625257701754
60,0,2598.02,2024-03-06 12:00:00,29.155265528028167,85.36049159432176
61,0,2463.79,2024-03-07 08:00:00,29.20631935234265,85.36541380748908
62,0,3245.76,2024-03-07 08:00:00,29.222375507915977,85.41279420453901
63,0,3114.27,2024-03-08 09:00:00,29.13889493333042,85.37707863301002
64,0,2123.02,2024-03-09 09:00:00,29.194038908572665,85.36280366258846
65,0,1354.23,2024-03-10 08:00:00,29.19813454641793,85.31280817093375
66,0,3209.54,2024-03-11 12:00:00,29.21523777843112,85.41777721530701
67,0,1268.14,2024-03-13 08:00:00,29.18512732711136,85.31491977212562
68,0,1554.61,2024-03-14 10:00:00,29.300810906282642,85.27509091416667
69,0,2360.41,2024-03-16 09:00:00,29.23448717422381,85.27363503956356
70,0,1117.3,2024-03-17 12:00:00,29.260346817157554,85.28594202662607
71,0,1421.42,2024-03-18 12:00:00,29.300659810033835,85.37668675088793
72,0,2597.89,2024-03-19 09:00:00,29.28192141551779,85.41087266516821
73,0,2128.62,2024-03-20 12:00:00,29.21757812294204,85.35770215311041
74,0,1332.78,2024-03-20 12:00:00,29.243409402637308,85.33865763048964
75,0,3621.64,2024-03-20 09:00:00,29.218679229674986,85.26284101299639
76,0,2295.73,2024-03-20 06:00:00,29.213125965147537,85.35751607912115
77,0,1912.12,2024-03-22 07:00:00,29.237484683666455,85.42707826643793
78,0,2216.0,2024-03-22 14:00:00,29.24885156799215,85.34594826481485
79,0,2959.41,2024-03-24 12:00:00,29.262498258126445,85.3414954097181
80,0,2657.75,2024-03-24 12:00:00,29.249130288850978,85.3519364744282
81,0,2707.55,2024-03-25 08:00:00,29.2313116549728,85.32910781534186
82,0,1342.01,2024-03-26 08:00:00,29.261639815530625,85.35422833301875
83,0,2043.48,2024-03-26 12:00:00,29.20103423937813,85.27572814383441
84,0,3131.44,2024-03-27 08:00:00,29.202670285575515,85.29859261725375
85,0,2445.75,2024-03-28 09:00:00,29.30384127439622,85.33635699442571
86,0,1781.22,2024-03-29 10:00:00,29.22645981554876,85.3477332359929
87,0,2215.08,2024-03-30 11:00:00,29.272334233086987,85.41285850845026
88,0,1473.89,2024-03-31 07:00:00,29.23650814483767,85.32602918213392
89,0,2276.71,2024-03-31 14:00:00,29.275246630023823,85.29679830302832
90,0,2488.52,2024-04-02 11:00:00,29.221992815910728,85.32494165523227
91,0,3617.42,2024-04-04 10:00:00,29.162845250684367,85.40258266260803
92,0,1306.43,2024-04-05 12:00:00,29.270646846531506,85.44927391371439
93,0,2315.14,2024-04-05 07:00:00,29.217078794773244,85.37493571418032
94,0,2740.21,2024-04-07 14:00:00,29.234927103110447,85.33605196964896
95,0,2060.75,2024-04-07 12:00:00,29.256427184616452,85.35798649086409
96,0,1929.69,2024-04-09 13:00:00,29.186254339167373,85.39597537173142
97,0,3797.33,2024-04-10 10:00:00,29.18460475898504,85.35404964600018
98,0,2330.62,2024-04-11 11:00:00,29.24086876576485,85.37595240932004
99,0,2631.29,2024-04-12 05:00:00,29.315303507741017,85.43016874564859
100,0,2713.4,2024-04-13 08:00:00,29.25718119674139,85.30467236022669
101,0,748.25,2024-04-15 08:00:00,29.198821650462243,85.37306626674084
102,0,2546.75,2024-04-15 11:00:00,29.204115354701763,85.42739427542833
103,0,2256.27,2024-04-17 07:00:00,29.189660007321816,85.36299293348644
104,0,2025.2,2024-04-17 12:00:00,29.19800455163397,85.41480942235955
105,0,3228.51,2024-04-19 10:00:00,29.280557641469183,85.38290013947042
106,0,2144.94,2024-04-21 17:00:00,29.200346455735318,85.40407543606305
107,0,2150.67,2024-04-21 10:00:00,29.144593825779058,85.44240318165322
108,0,2162.03,2024-04-23 09:00:00,29.24042732966601,85.34228942266536
109,0,1405.96,2024-04-23 14:00:00,29.30221066431366,85.36536010761235
110,0,2603.75,2024-04-24 12:00:00,29.21125889337158,85.33048420498868
111,0,1553.58,2024-04-25 08:00:00,29.120584177403234,85.38773770675391
112,0,1828.09,2024-04-27 12:00:00,29.20318683489175,85.38956675505912
113,0,2649.65,2024-04-29 11:00:00,29.15731726228173,85.3220690368026
114,0,1349.47,2024-04-29 09:00:00,29.24323735455887,85.25326600688243
115,0,2352.18,2024-04-30 11:00:00,29.248829037053337,85.39143857137485
116,0,1319.74,2024-05-01 14:00:00,29.111742792195752,85.30781105584629
117,0,3316.6,2024-05-02 09:00:00,29.307567079965658,85.33776854512736
118,0,3043.36,2024-05-04 11:00:00,29.165538443708428,85.36384274726406
119,0,1222.05,2024-05-06 09:00:00,29.215082220628044,85.34421962742157
120,0,1795.23,2024-05-07 09:00:00,29.287766077366314,85.32159974044966
121,0,2214.7,2024-05-07 11:00:00,29.14852514691885,85.26709982245711
122,0,2483.68,2024-05-09 14:00:00,29.227846587240123,85.29623761061983
123,0,2000.77,2024-05-10 12:00:00,29.225714242815144,85.45766799927041
124,0,2739.97,2024-05-12 10:00:00,29.178033542791233,85.39365285380525
125,0,2005.83,2024-05-12 12:00:00,29.254690095407955,85.42781355801152
